id,authors_0_author,authors_1_author,authors_2_author,authors_3_author,count,docna_0_docna,docty,lang,entityids_entityid,subtopic,docdt,keywd_0_keywd,majdocty,abstracts_cdata!,display_title,pdfurl,listing_relative_url,url_friendly_title,guid,url,document_id,pdf_page_numbers,new_url,authors_4_author,authors_5_author,authors_6_author,authors_7_author,authors_8_author,authors_9_author,authors_10_author,authors_11_author,authors_12_author,authors_13_author,authors_14_author,authors_15_author,isbn,subsc,theme,majtheme,geo_regions_0_geo_region,geo_regions_1_geo_region,geo_regions_2_geo_region,colti,keywd_1_keywd,geo_regions_3_geo_region,geo_regions_4_geo_region,ml_abstracts,geo_regions_5_geo_region,geo_regions_6_geo_region
695071,"Cummings, Ronald","Dinar, Ariel","Olson, Douglas",,Mexico,New evaluation procedures for a new generation of water-related projects,Publication,English,000009265_3970625091430,"Water and Food Supply,Hydrology,Global Environment,Natural Disasters",1996-12-31T00:00:00Z,Operation and Maintenance of Irrigation;management of water resource;economic efficiency of water;national water quality monitoring;water quality and quantity;provision of water supply;agricultural output from irrigation;Institutional Development and Capacity;Rehabilitation of Degraded Forest;Natural Resources and Environment;Water Resource Management;improvements in water;loss of life;Water Management;water quality standard;amount of precipitation;ecologically sustainable development;water resource development;improve water resource;heads of state;individual water users;meteorological information;basin water plan;hectares under irrigation;water quality data;damages from flood;community at large;volume of water;measures of benefits;potable water service;agriculture and forestry;concentration of people;kilometers per hour;electrical energy supply;effects of hurricane;emergency preparedness program;quality of data;solar energy investment;water sector policy;indian water rights;irrigation and drainage;development of water;surface water management;dam safety program;department of environment;quality of information;water resource problem;scarcity of water;scarce water resource;regional water allocation;surface water supply;waste water treatment;water user association;radio communication systems;water quality laboratories;contingent valuation method;operation and management;water resource planning;demand for water;allocation of water;availability of water;risk assessment approach;river basin development;water use efficiency;market for rainfall;information infrastructure;water market;hydrological data;basin planning;meteorological data;water need;vehicular traffic;raw material;evaluation methodologies;evaluation procedure;flood damage;flood damages;agricultural production;meteorological phenomenon;aquifer depletion;reservoir manager;existing resources;large dam;human suffering;cost analysis;public-private partnership;fiscal austerity;water quantity;present study;weather forecast;weather information;Environmental Policy;conceptual framework;social value;river flow;water problem;drought damage;components design;Social Welfare;public health;irrigation sector;reservoir management;hydrological information;monetary damage;meteorological events;hydrometric network;sustainable use;collaborative program;Water Demand;information collection;telephone service;cold front;fallen trees;critical data;hydrological observation;riparian country;computerized databases;relative weight;drought conditions;stakeholder participation;groundwater overdraft;reliable water;quality datum;judicial scrutiny;effective water;flood year;cereal production;pesticide application;discharged wastes;successful commercialization;extraordinary flood;small farmer;coastal state;Wind Storm;national measures;drought average;large damage;productive use;agricultural sector;social activities;industrial growth;groundwater stock;Rural Poor;empirical application;flood zone;joint use;investment rule;nutritional requirement;feasibility assessment;optimal scale;numerical analysis;technical department;hydrological cycle;copyright notice;noncommercial purposes;classroom use;improving management;welfare effect;organizational arrangement;physical facility;marginal benefit;primary purpose;economic appraisal;important component;long-term planning;technological development;physical infrastructure;flood control;qualitative analysis;improved information;social gains;semiarid zone;industrial facility;water administration;social cost;flood event;sound management;hydraulic infrastructure;data bases;water distribution;modem technology;power production;european community;real-time information;videotex system;irrigation infrastructure;commercial revenue;climate information;cost allocation;Land Rehabilitation;health expenditure;environmental economics;Judicial Reform;clean coal;technological capability;research system;market mechanism;project costing;construction activities;water scarcity;human capital,"Publications,Publications & Research","The change from a construction to a management approach to solving a country's water problems alters the basic nature of assistance required by the water manager. This effect is described here as a new generation of water-related projects, a type that the Bank is increasingly asked to consider. These projects aim to enhance a country's capacity to collect, process, and use the most critically important input to the process of water management: information. Thus, the goal of achieving substantive improvements in water-use efficiency and the improvement of water quality presupposes such detailed knowledge as how water is presently used, conditions of water supply, accurate and timely forecasts of meteorological events, alternative institutions for water management, and conditions requisite for their effective operation. The Bank's new generation of water-related projects creates the need for a new generation of evaluation procedures and methods. The present study explores three approaches -the inferential approach, the anecdotal approach, and the minimum impact approach that might be used to evaluate such projects, using the Mexico Water Resources Management Project (WRMP) as the expository vehicle. The WRMP is detailed and then evaluated by applying the three approaches.",New evaluation procedures for a new generation of water-related projects,,/research/1996/12/695071/new-evaluation-procedures-new-generation-water-related-projects,http://documents.worldbank.org/curated/en/897731468757220773/New-evaluation-procedures-for-a-new-generation-of-water-related-projects,897731468757220773,http://documents.worldbank.org/curated/en/897731468757220773/New-evaluation-procedures-for-a-new-generation-of-water-related-projects,D695071,,1996/12/695071/new-evaluation-procedures-new-generation-water-related-projects,,,,,,,,,,,,,ISBN 0-8213-3829-3,(Historic)Other water supply and sanitation,,,World,North America,Latin America & Caribbean,World Bank technical paper ; no. WTP 349,Natural resources; Water supply; Water utilization; Water quality; Water management; Environmental impact assessment; Economic feasibility; Water resources development; Cost effectiveness; Mathematical models,,,,,
27490129,,,,,Central Asia,Таджикистан - Проект модернизации гидрометеорологии : план закупок,Procurement Plan,"Russian,English",090224b084bc0baf_1_0,"Hydrology,Natural Disasters",2017-03-31T00:00:00Z,Quality and Cost Based Selection;university and college;regulation of price;consulting service;archive for material;meteorological information;heavy truck;observation network;Consulting services;accounting software;system software;water quality;direct contracting;snow survey;media production;personnel training;climate center;local branch;severe weather;single source;fixed budget;competitive bidding;contract services;contract good;procurement method;complete package;computer equipment;price list;hydrometeorology;,Project Documents,,Tajikistan - Hydrometeorology Modernization Project : procurement plan : Таджикистан - Проект модернизации гидрометеорологии : план закупок,http://documents.worldbank.org/curated/en/485311495516323407/pdf/115191-PROP-P120788-PUBLIC-22-5-2017-17-2-15-ProcurementPlanUPDATEpublishedonMay.pdf,/projects/documents/2017/03/27490129/tajikistan-hydrometeorology-modernization-project-procurement-plan-таджикистан-проект-модернизации-гидрометеорологии-план-закупок,http://documents.worldbank.org/curated/en/485311495516323407/Таджикистан-Проект-модернизации-гидрометеорологии-план-закупок,485311495516323407,http://documents.worldbank.org/curated/en/485311495516323407/Таджикистан-Проект-модернизации-гидрометеорологии-план-закупок,D27490129,31,2017/05/27490129/tajikistan-hydrometeorology-modernization-project-procurement-plan-таджикистан-проект-модернизации-гидрометеорологии-план-закупок,,,,,,,,,,,,,,,Natural disaster management,Social protection and risk management,,,,,,,,$^$^$russian,,
32559335,,,,,"Yemen, Republic of","Announcement of IDA to Support Agriculture and Highway Development in People's Democratic Republic of Yemen on May 21, 1981",Announcement,English,090224b087f7a8c2_1_0,"Irrigation and Drainage,Agricultural Irrigation and Drainage,Financial Sector Policy,Food Security,Agricultural Economics,Coastal and Marine Resources,Ecosystems and Natural Habitats,Energy and Natural Resources,Drylands & Desertification",1981-05-21T00:00:00Z,groundwater irrigation system; farm input; paved road; civil works; agricultural production; construction supervision; farm income; extension center; Project Monitoring; irrigated land; Agrarian Reform; Exchange Rates; improving management; administrative cost; extension specialist; project road; groundwater resource; flash flood; local population; agricultural machinery; road cost; qualified supplier; technical expert; road component; farm family; population center; meteorological observation; agricultural equipment,Publications & Research,"This press release announces International Development Association (IDA), the soft-loan affiliate of the World Bank, has approved a credit of two credits totaling twenty million fifty thousand US dollars to the People's Democratic Republic of Yemen on May 21, 1981.","Announcement of IDA to Support Agriculture and Highway Development in People's Democratic Republic of Yemen on May 21, 1981",http://documents.worldbank.org/curated/en/904511604666913314/pdf/Announcement-of-IDA-to-Support-Agriculture-and-Highway-Development-in-Peoples-Democratic-Republic-of-Yemen-on-May-21-1981.pdf,/research/1981/05/32559335/announcement-ida-support-agriculture-highway-development-peoples-democratic-republic-yemen-may-21-1981,http://documents.worldbank.org/curated/en/904511604666913314/Announcement-of-IDA-to-Support-Agriculture-and-Highway-Development-in-Peoples-Democratic-Republic-of-Yemen-on-May-21-1981,904511604666913314,http://documents.worldbank.org/curated/en/904511604666913314/Announcement-of-IDA-to-Support-Agriculture-and-Highway-Development-in-Peoples-Democratic-Republic-of-Yemen-on-May-21-1981,D32559335,3,,,,,,,,,,,,,,,,,,,,,"IDA News Release,no. 1981-85",,,,,,
30889354,"Khan,Haris",,,,Nepal,Disclosable Version of the ISR - Building Resilience to Climate Related Hazards - P127508 - Sequence No : 12,Implementation Status and Results Report,English,090224b086a43057_1_0,"Energy and Mining,Energy and Environment,Energy Demand,Natural Disasters,Hydrology,ICT Economics,Climate Change and Agriculture,Food Security",2019-03-08T00:00:00Z,agricultural management information system; water resources and irrigation; weather forecast; regional baseline; capital budget; farmer; transmission of data; baseline survey; early warning system; public satisfaction; communities at risk; Investment Project Financing; Recipient Executed Activities; numerical weather prediction; meteorological observation; government capacity; hydrological station; legal basis; financial sustainability; budget plan; data service; information products; extension service; extension worker; vulnerable communities; government staff; local area; high resolution; operational budget; budget classification; recurrent budgets; impact event; hydrological warning; increased accuracy; standard for method; verification system; hydrological observation; business practice; professional training; disbursement ratio; land management; production risk; Disaster Management; flood forecast; climate resilience,"Project Documents,Project Documents",,Disclosable Version of the ISR - Building Resilience to Climate Related Hazards - P127508 - Sequence No : 12,http://documents.worldbank.org/curated/en/889571552075951436/pdf/Disclosable-Version-of-the-ISR-Building-Resilience-to-Climate-Related-Hazards-P127508-Sequence-No-12.pdf,/projects/documents/2019/03/30889354/disclosable-version-isr-building-resilience-climate-related-hazards-p127508-sequence-no-12,http://documents.worldbank.org/curated/en/889571552075951436/Disclosable-Version-of-the-ISR-Building-Resilience-to-Climate-Related-Hazards-P127508-Sequence-No-12,889571552075951436,http://documents.worldbank.org/curated/en/889571552075951436/Disclosable-Version-of-the-ISR-Building-Resilience-to-Climate-Related-Hazards-P127508-Sequence-No-12,D30889354,8,2019/03/30889354/disclosable-version-isr-building-resilience-climate-related-hazards-p127508-sequence-no-12,,,,,,,,,,,,,,,,,,,,,,,,,,
30606118,"Poveda,Renan Alberto",,,,Bolivia,Disclosable Version of the ISR - Bolivia Climate Resilience - Integrated Basin Management - P129640 - Sequence No : 07,Implementation Status and Results Report,English,090224b0865aca76_1_0,"River Basin Management,Hydrology,Natural Disasters,Adaptation to Climate Change,Climate Change Impacts",2018-11-12T00:00:00Z,water supply and irrigation; river basin management plan; environment & natural resource; irrigation and drainage; capacity for adaptation; climate change adaptation; climate change impact; Recipient Executed Activities; flood early warning; Investment Project Financing; social and environmental; irrigation or drainage; flood protection infrastructure; drought monitoring system; number of water; irrigation infrastructure; climate resilience; municipal government; restructuring process; participation mechanism; national capacity; counterpart funding; monitoring stations; observation network; procurement process; hydrological observation; software package; Consulting services; capacity assessment; government institution; watershed management; investment design; investment portfolio; effectiveness condition; bank stabilization; meteorological stations; water source; issue date; installed capacity,"Project Documents,Project Documents",,Disclosable Version of the ISR - Bolivia Climate Resilience - Integrated Basin Management - P129640 - Sequence No : 07,http://documents.worldbank.org/curated/en/780061542042936596/pdf/Disclosable-Version-of-the-ISR-Bolivia-Climate-Resilience-Integrated-Basin-Management-P129640-Sequence-No-07.pdf,/projects/documents/2018/11/30606118/disclosable-version-isr-bolivia-climate-resilience-integrated-basin-management-p129640-sequence-no-07,http://documents.worldbank.org/curated/en/780061542042936596/Disclosable-Version-of-the-ISR-Bolivia-Climate-Resilience-Integrated-Basin-Management-P129640-Sequence-No-07,780061542042936596,http://documents.worldbank.org/curated/en/780061542042936596/Disclosable-Version-of-the-ISR-Bolivia-Climate-Resilience-Integrated-Basin-Management-P129640-Sequence-No-07,D30606118,7,2018/11/30606118/disclosable-version-isr-bolivia-climate-resilience-integrated-basin-management-p129640-sequence-no-07,,,,,,,,,,,,,,,,,,,,,,,,,,
24699157,0000A8056,,,,Nepal,Nepal - Building Resilience to Climate Related Hazards : P127508 - Implementation Status Results Report : Sequence 05,Implementation Status and Results Report,English,090224b082f84f7b_1_0,"Climate Change and Agriculture,Crops and Crop Management Systems,Natural Disasters,Food Security,Hydrology",2015-06-24T00:00:00Z,agricultural management information system;legal and regulatory framework;flood early warning;communities at risk;frequently asked question;transmission of data;verification system;impacts on crops;hazardous waste management;Recipient Executed Activities;early warning system;farmer;data sharing;baseline survey;subjective assessment;crop model;information products;Technical Training;weather forecast;database management;increased accuracy;vulnerable communities;government capacity;flood forecast;permanent committee;extension service;financial sustainability;production risk;hydrological observation;vulnerability mapping;contract management;climate resilience;hydrological station;train activity;information basis;stakeholder consultation;hydrological warning;water resource;quality training;agricultural insurance;Disaster Management;investment loan;impact event;business practice;meteorological observation;standard for method;Agriculture;,"Project Documents,Project Documents",,Nepal - Building Resilience to Climate Related Hazards : P127508 - Implementation Status Results Report : Sequence 05,,/projects/documents/2015/06/24699157/nepal-building-resilience-climate-related-hazards-p127508-implementation-status-results-report-sequence-05,http://documents.worldbank.org/curated/en/145311468287754539/Nepal-Building-Resilience-to-Climate-Related-Hazards-P127508-Implementation-Status-Results-Report-Sequence-05,145311468287754539,http://documents.worldbank.org/curated/en/145311468287754539/Nepal-Building-Resilience-to-Climate-Related-Hazards-P127508-Implementation-Status-Results-Report-Sequence-05,D24699157,,2015/06/24699157/nepal-building-resilience-climate-related-hazards-p127508-implementation-status-results-report-sequence-05,,,,,,,,,,,,,,"Public Administration - Water, Sanitation and Waste Management,Gen wat/san/fld sect,Gen agr/fish/for sec,Other Water Supply, Sanitation and Waste Management,Other Agriculture, Fishing and Forestry,Public Administration - Agriculture, Fishing & Forestry","Social protection and risk management,Water resource management,Climate change,Natural disaster management,Environment and natural resource management","Social protection and risk management,Environment and natural resource management",,,,,,,,,,
29531483,"Khan,Haris",,,,Nepal,Disclosable Version of the ISR - Building Resilience to Climate Related Hazards - P127508 - Sequence No : 10,Implementation Status and Results Report,English,090224b0855a0475_1_0,"Climate Change and Agriculture,ICT Economics,Natural Disasters,Food Security,Hydrology",2018-01-24T00:00:00Z,agricultural management information system;weather forecast;early warning system;Recipient Executed Activities;Investment Project Financing;agriculture and climate;communities at risk;transmission of data;hydro station;operational activity;meteorological observation;contract amount;upgrade network;business practice;climate resilience;increased demand;Pending Approval;draft bill;glacier monitoring;disaster recovery;data center;financial sustainability;recurrent budgets;operational budget;staff costs;verification system;government staff;extension service;government capacity;flood forecast;research station;standard for method;increased accuracy;production risk;Disaster Management;baseline survey;vulnerable communities;impact event;hydrological warning;water resource;real time;hydrological observation;farmer;,"Project Documents,Project Documents",,Disclosable Version of the ISR - Building Resilience to Climate Related Hazards - P127508 - Sequence No : 10,http://documents.worldbank.org/curated/en/262231516803596886/pdf/Disclosable-Version-of-the-ISR-Building-Resilience-to-Climate-Related-Hazards-P127508-Sequence-No-10.pdf,/projects/documents/2018/01/29531483/disclosable-version-isr-building-resilience-climate-related-hazards-p127508-sequence-no-10,http://documents.worldbank.org/curated/en/262231516803596886/Disclosable-Version-of-the-ISR-Building-Resilience-to-Climate-Related-Hazards-P127508-Sequence-No-10,262231516803596886,http://documents.worldbank.org/curated/en/262231516803596886/Disclosable-Version-of-the-ISR-Building-Resilience-to-Climate-Related-Hazards-P127508-Sequence-No-10,D29531483,11,2018/01/29531483/,,,,,,,,,,,,,,,,,,,,,,,,,,
30260446,,,,,China,Atmospheric and noise prediction,Environmental Assessment,English,090224b085d90105_1_0,"Intelligent Transport Systems,Roads and Highways Performance,Global Environment,Transport Economics Policy & Planning,Roads & Highways",2018-07-16T00:00:00Z,average wind speed; maximum wind speed; acoustic environment; road traffic noise; land and water; noise impact assessment; ambient air quality; dew point temperature; average traffic volume; motor vehicle exhaust; daily average; sound level; high altitude; vehicle model; meteorologic data; wind direction; vehicle speed; meteorological observation; double glazing; noise prevention; noise prediction; sound wave; meteorological data; noise level; road engineering; road section; large vehicle; asphalt concrete; statistical results; cloud cover; average height; exhaust gas; emission rate; total traffic; sound sources; project operation; noise value; noise standard; vehicle noise; impact prediction; road vehicle; pavement type; road operation; reflective surface; urban roads; noise barrier; highway construction; high-rise building; secondary road; surface material; average speed; hourly traffic; horizontal distance; land use; vegetation cover; weather data; raw data; weather station; statistical information; air pressure; pollution source; atmospheric environment,"Project Documents,Project Documents","The development objective of the Gansu Rural-Urban Integration Infrastructure Project for China is to provide residents in select areas of Wuwei municipality and Linxia County with expanded all-weather access to rural and urban areas. Some of the negative impacts and mitigation measures include: (i) traffic noise prediction of the road is based on the noise model and algorithm; (ii) the traffic noise prediction values for the typical characteristics of the section along the road are calculated; (iii) road traffic noise has caused a certain degree of impact on the acoustic environment along the line; (iv) Do not build sensitive areas that require special protection such as schools, hospitals, and residential buildings within the range of the distances on each side of the road. If new construction is required; (v) when correcting the traffic noise value, comprehensive consideration shall be given to the factors such as topography at the sensitive point and the height difference between the road surface and the road surface.",China - Gansu Rural-Urban Integration Project : environmental assessment (Vol. 2) : Atmospheric and noise prediction,http://documents.worldbank.org/curated/en/568321531804790335/pdf/Atmospheric-and-noise-prediction.pdf,/projects/documents/2018/07/30260446/china-gansu-rural-urban-integration-project-environmental-assessment-vol-2-atmospheric-noise-prediction,http://documents.worldbank.org/curated/en/568321531804790335/Atmospheric-and-noise-prediction,568321531804790335,http://documents.worldbank.org/curated/en/568321531804790335/Atmospheric-and-noise-prediction,D30260446,45,2018/07/30260446/china-gansu-rural-urban-integration-project-environmental-assessment-vol-2-atmospheric-noise-prediction,,,,,,,,,,,,,,"Public administration - Transportation,Wastewtr Treat/Disp,Rural/InterUrban Rds,Water Supply,Rural and Inter-Urban Roads","Rural development,Rural services and infrastructure,Regional integration","Trade and integration,Rural development",Asia,East Asia and Pacific,World,,,,,,,
16278100,,,,,"World,Mekong",Disaster risk management in the lower Mekong basin : Development of an open risk modelling framework,Working Paper,English,000425970_20120521154932,"Climate Change Mitigation and Green House Gases,Hydrology,Natural Disasters",2011-03-01T00:00:00Z,risk analysis;flood and drought risk;climate change impact model;management of irrigation water;disaster risk management;early warning system;risk model;risk assessment;flood water level;global positioning system;poverty partnership;extreme weather event;Disaster Risk Reduction;holistic risk management;damage to infrastructure;impact of disaster;decision support tool;transfer of data;spatial data infrastructure;acquisition of good;loss of crop;primarily due;access to information;management of water;risk management approach;goodness of fit;climate change scenario;business plan development;digital elevation model;ground water flow;flood risk assessment;sea level rise;framework for risk;sense of ownership;land use planning;Water Resource Management;demand for food;dams and reservoirs;emergency management plan;socioeconomic development;flood plain;Disaster Management;input data;national resource;terrain models;vulnerability assessment;monitoring network;hazard map;spatial resolution;mathematical model;research fund;river network;riparian country;civil society;hydrometric network;mitigation measure;high resolution;stream flow;user profile;software module;mitigation strategy;local capacity;output data;national capacity;data management;flood map;data storage;natural hazard;baseline data;commodity price;quantitative measure;River basin;built structure;geographic area;graphical representation;contingency plan;salinity intrusion;precipitation pattern;data provider;secondary data;hazard assessment;data type;socioeconomic data;statistical method;historical data;seasonal variation;future water;infrastructure design;institutional mapping;resources management;database system;holistic approach;environmental data;historical event;regional context;temperature increase;cooperative development;regional advisory;model result;resilient development;physical environment;political impact;black box;open access;consultative process;partner institution;subsequent phase;water planning;prototype development;research centre;satellite data;Technology Transfer;damage evaluation;emergency preparedness;regional data;open source;National Institutions;epidemic disease;development phase;regional university;regional research;international expert;outsourcing arrangement;data system;operational risk;human casualties;severe flood;collaborative process;extreme flood;data sample;data sharing;hazard model;production loss;natural catastrophe;special care;damage function;replacement value;flood damage;flood damages;heavy rain;limited capacity;government institution;limited information;disaster preparedness;accessible location;information tools;cost-benefit analysis;financial solutions;flood model;river system;commercial software;critical data;raw data;field survey;Financial Stability;data format;global coverage;risk evaluation;real time;software application;river channel;crop loss;precipitation events;affected country;meteorological data;Water Management;remote sensing;data requirement;hydro-meteorological network;territorial planning;human life;common strategies;spatial coverage;Risk Transfer;accurate determination;basin scale;flow conditions;flood routing;flood hydrograph;water application;hydraulic model;water use;significant threat;open model;hydrological observation;unified system;parameter estimation;flood forecast;input use;hydrological model;irrigation managers;data processing;crop production;flow velocities;Advisory services;operational level;river water;water cost;error correction;surface flow;channel flow;stream velocity;water scarcity;basin management;,Publications & Research,"This report aims at improving the monitoring, assessment and management of water related disaster risks in the Lower Mekong River Basin. The report seeks to address the risk and exposure of less developed countries in the region and strengthen their capacity to predict and prepare for disasters, and thus improve resilience and reduce risk and subsequent losses. The core of the proposed initiative is the development of an open risk modelling framework. The Open Risk Modelling System (ORMS) is expected to be used in national planning, in disaster preparedness and emergency management by all stakeholders. Regional and national capacity building in risk management is another purpose of the initiative, and by insurance and financial institutions involved in reducing the impacts of disaster risks. Regional and national capacity building in risk management is another purpose of the initiative. The proposed ORMS will serve as a decision support tool to foster cooperation in water related disaster risk management in the Mekong Region. The key components the ORMS are: data management system; data sharing platform; hazard, vulnerability and risk modelling framework; and web based dissemination platform. In addition to the system definition and framework development, the report also deals with the improvement of hydro-meteorological monitoring network and development of specific flood and drought risk models with focus on Lao PDR and Cambodia. The efforts include development of reliable hazard models and population of database with exposure and vulnerability data which form the basis of operational risk models.",Disaster risk management in the lower Mekong basin : Development of an open risk modelling framework,http://documents.worldbank.org/curated/en/467721468279844030/pdf/686440ESW0P1210kong0Basin0April2011.pdf,/research/2011/03/16278100/disaster-risk-management-lower-mekong-basin-development-open-risk-modelling-framework,http://documents.worldbank.org/curated/en/467721468279844030/Disaster-risk-management-in-the-lower-Mekong-basin-Development-of-an-open-risk-modelling-framework,467721468279844030,http://documents.worldbank.org/curated/en/467721468279844030/Disaster-risk-management-in-the-lower-Mekong-basin-Development-of-an-open-risk-modelling-framework,D16278100,19,2011/03/16278100/disaster-risk-management-lower-mekong-basin-development-open-risk-modelling-framework,,,,,,,,,,,,,,"Information technology,General finance sector,Non-compulsory health finance",Natural disaster management,Social protection and risk management,,,,,,,,,,
29517801,"Braimoh,Ademola","Manyena,Bernard","Obuya,Grace Anyango","Muraya,Francis M.",Southern Africa,Assessment of food security early warning systems for East and Southern Africa,Working Paper,English,090224b08556e535_1_0,"Nutrition,Food Security,Natural Disasters,Hazard Risk Management,Social Risk Management,Disaster Management",2018-01-01T00:00:00Z,food insecurity; improving food security; effective flow of information; global mean sea level; Food Security and Nutrition; Food and Nutrition Security; drought; early warning system; Disaster Risk Reduction; total social cost; emergency operation center; emergency response activity; standard operating procedure; disaster management plan; crop and livestock; agricultural transformation; loss of livestock; disaster risk management; food security policy; loss of life; food security vulnerability; resources and capacity; agricultural crop production; response to disaster; terms of trade; net present value; sustainable development goals; disaster risk financing; probability of occurrence; food balance sheets; food security situation; impacts on agriculture; capacity for adaptation; private sector stakeholder; exchange of information; South-South Knowledge Exchange; privileges and immunity; chronic food insecurity; humanitarian assistance; cross-border trade; cost-benefit analysis; regional food; warning service; food crisis; social vulnerability; dynamic nature; climate system; arid region; severe drought; institutional mechanism; development partner; public good; Global Warming; agricultural production; natural hazard; atmospheric condition; data sharing; climate variability; hydrological service; climate forecast; adverse weather; grain market; meteorological hazards; observation network; commodity price; response mechanism; vulnerability assessment; vulnerable household; crop forecast; response capability; climate information; drought risk; governmental agency; monetary term; pest infestation; hazard parameters; civil conflict; government administration; primary cause; economic interdependence; climate condition; funding mechanism; affected population; regional assessment; qualified professional; extreme values; selection criterion; local planning; project impact; limited coverage; semi-arid area; hydrometeorological service; local capacity; rural land; agricultural productivity; agriculture system; global temperature; climatic analysis; institutional model; grain reserve; Institutional Sustainability; scientific institution; asset loss; environmental suitability; Traffic Accident; weather parameters; scientific knowledge; external costs; climate services; yield loss; external funding; financial sustainability; coping capacity; food price; regional body; absorptive capacity; Public Goods; farmers uses; commercial purpose; emergency preparedness; field survey; public commitment; government obligation; data security; weather station; average temperature; continuous change; volcanic eruption; animal industry; non-governmental organization; capacity assessment; institutional strengthening; climate extremes; tropical cyclone; severe storms; heat wave; financial capital; poor infrastructure; long-term sustainability; atmospheric phenomena; seasonal climate; international community; high resolution; effective strategy; original work; sole responsibility; copyright owner; security information; scientific basis; cereal production; humanitarian need; national budget; budget line; food production; Communications Network; meteorological information; preparedness program; increasing investment; response plan; risk map; scientific trend; risk assessment; nutritious food; food preference; nutrition insecurity; collaborative effort; seasonal forecasts; effective information; socioeconomic conditions; community systems; building consensus; crisis situation; vulnerable population; budgetary allocation; hazard monitoring; disaster losses; food availability; Environmental Resources; cultural dimension; risk drivers; cultural aspects; resource mobilization; climate anomalies; extreme drought; indicator value; climate model; operational mechanism; sea-level rise; safe behavior; weather extremes; drought conditions; grazing animal; land area; adverse consequence; annual precipitation; seasonal forecasting; national system; agricultural vulnerability,Publications & Research,"The risk of the El Niño-induced food insecurity in southern Africa in 2016; the recent risk of famine in northern Kenya, Somalia, Ethiopia, and South Sudan; and the recent outbreak of the fall armyworm (FAW) in East and Southern Africa (ESA) all demonstrate that responses are still largely reactive than proactive. Inadequate early warning systems (EWSs), coupled with limited investment and weak institutional and technical capacity, are implicated in contributing to food insecurity–related emergencies in ESA. Yet over the years, strong evidence has emerged on the benefits of investing in EWSs. In Ethiopia, investing in a drought EWS, which would reduce livelihood losses and dependence on assistance, has a benefit-cost ratio (BCR) of between 3:1 and 6:1. Similarly, the BCR of improving national hydro-meteorological services in developing countries ranges from 4:1 to 36:1. Consistent with one of the goals of the Sendai Framework for Disaster Risk Reduction (SFDRR), increasing investment in EWSs would contribute to a substantial increase in the availability of, and access to multi hazard and disaster risk information, one of the key inputs in achieving the sustainable development goals (SDGs).",Assessment of food security early warning systems for East and Southern Africa,http://documents.worldbank.org/curated/en/454781516290787924/pdf/122857-ESW-P161298-PUBLIC.pdf,/research/2018/01/29517801/assessment-food-security-early-warning-systems-east-southern-africa,http://documents.worldbank.org/curated/en/454781516290787924/Assessment-of-food-security-early-warning-systems-for-East-and-Southern-Africa,454781516290787924,http://documents.worldbank.org/curated/en/454781516290787924/Assessment-of-food-security-early-warning-systems-for-East-and-Southern-Africa,D29517801,142,2018/01/29517801/assessment-food-security-early-warning-systems-east-southern-africa,,,,,,,,,,,,,,"Other Agriculture, Fishing and Forestry,Livestock,Agricultural Extension, Research, and Other Support Activities,Fisheries,Crops","Natural disaster management,Nutrition and food security,Global food crisis response,Climate change","Social protection and risk management,Environment and natural resource management,Rural development,Human development",,,,Africa Climate Business Plan Series,,,,,,
31674435,"Albrecht,Martin Benedikt",,,,Bolivia,Disclosable Version of the ISR - Bolivia Climate Resilience - Integrated Basin Management - P129640 - Sequence No : 10,Implementation Status and Results Report,English,090224b087485239_1_0,"Adaptation to Climate Change,Climate Change Impacts,Science of Climate Change,Natural Disasters,Climate Change and Environment,River Basin Management,Climate Change and Health",2019-12-30T00:00:00Z,river basin management plan; water supply and irrigation; management of water resource; irrigation and drainage; capacity for adaptation; climate change adaptation; flood protection infrastructure; river basin plan; early warning system; drought monitoring system; number of water; flood early warning; number of beneficiaries; river basin committee; Recipient Executed Activities; climate change impact; Investment Project Financing; climate resilience; consulting service; Consulting services; meteorological stations; watershed management; observation network; observation station; participation mechanism; national capacity; weather forecast; procurement process; counterpart funding; project duration; irrigation area; baseline study; operation risk; risk category; monitoring stations; institutional framework; municipal government; consultancy service; government institution; web page; capacity assessment; bank stabilization; Blue Economy; Natural Resources; issue date; installed capacity,"Project Documents,Project Documents",,Disclosable Version of the ISR - Bolivia Climate Resilience - Integrated Basin Management - P129640 - Sequence No : 10,http://documents.worldbank.org/curated/en/556861577712230473/pdf/Disclosable-Version-of-the-ISR-Bolivia-Climate-Resilience-Integrated-Basin-Management-P129640-Sequence-No-10.pdf,/projects/documents/2019/12/31674435/disclosable-version-isr-bolivia-climate-resilience-integrated-basin-management-p129640-sequence-no-10,http://documents.worldbank.org/curated/en/556861577712230473/Disclosable-Version-of-the-ISR-Bolivia-Climate-Resilience-Integrated-Basin-Management-P129640-Sequence-No-10,556861577712230473,http://documents.worldbank.org/curated/en/556861577712230473/Disclosable-Version-of-the-ISR-Bolivia-Climate-Resilience-Integrated-Basin-Management-P129640-Sequence-No-10,D31674435,8,2019/12/31674435/,,,,,,,,,,,,,,,,,,,,,,,,,,
